,,,,,,,,,,
SEZNAM RODOVĚ NEUTRÁLNÍCH JMEN,,,,,,,,,,
AKULERSAQ ,,BÖRIS,,,,,,ENYAMA,,
AKÜN,,BÓRS,,,,,,EPKE,,
AKYOL,,BOSSEL,,,,,,EPPE,,
AKYÖN,,BRADY,,,,,,EPPIEN,,
AKYRA,,BRAITH,,,,,,EQQIMMAALAAQ,,
AL,,BRANCA,,,,,,EQQITSUMMA,,
ALABAŞ ,,BRÄND,,,,,,EQQUMAQ,,
ALAKUŞ ,,BRIT,,,,,,ERČIS,,
ALALAQ ,,BRITT,,,,,,ERDEM,,
ALANÇA ,,BRODIE,,,,,,ERDEMLI,,
ALASUAQ ,,BROGAN,,,,,,ERDENAY,,
ALBA,,BROOKE,,,,,,EREN,,
ALBAYRAK,,BROOKLYN,,,,,,ERÉN,,
ALBERAD ,,BRUNE,,,,,,ERENAY,,
ALBERTE,,BRUS,,,,,,ERGENE,,
ALBY,,BRYNN,,,,,,ERGÜL,,
ALCESTE,,BUBUNE,,,,,,ERCHIS,,
ALDEN,,BUD,,,,,,ERI,,
ALDIS,,BÜGE,,,,,,ERIE,,
ALDITH,,BÜKE,,,,,,ERIM,,
ALDRED,,BÜLENT,,,,,,ERIN,,
ALE,,BUNA,,,,,,ERINARTEQ,,
ALEID,,BURÇAK ,,,,,,ERINÇ ,,
ALEKSA ,,BURG,,,,,,ERIS,,
ALEM ,,BURGUT,,,,,,ERKERS,,
ALEX ,,BÜRKÂN ,,,,,,ERLFRIED,,
ALEXA,,BÜRKI,,,,,,ERMA,,
ALEXANDRE,,BURNETT,,,,,,ERNE,,
ALEXE,,BÜRÜM,,,,,,ERNGUTA,,
ALEXIE,,BUS,,,,,,ERNGUTAQ,,
ALEXIS,,BUSK,,,,,,ERNI,,
ALEYDE,,BÜTÜN,,,,,,ERNIE,,
ALFA,,BYGG,,,,,,ERNUTAARAQ,,
ALFONSE,,,,,,,,ERNUTANNGUAQ,,
ALFRID,,,,,,,,ERNUTAQ,,
ALGETH,,,,,,,,ERNY,,
ALGIE,,,,,,,,ERSIN,,
ALGY,,,,,,,,ERTIT,,
ALI,,,,,,,,ERTÜZ,,
ALIAN,,,,,,,,ERTÜZÜN,,
ALICE,,,,,,,,ERU,,
ALIDA,,,,,,,,ERYL,,
ALÍJA ,,,,,,,,ESA,,
ALIN,,,,,,,,ESEN,,
ALIS,,,,,,,,ESER,,
ALISON,,,,,,,,ESKE,,
ALIX,,,,,,,,ESME,,
ALJA,,,,,,,,ESMÉ,,
ALKE,,,,,,,,ESPEN,,
ALKEN,,,,,,,,ESRA,,
ALKIM,,,,,,,,ESSE,,
ALKIŞ ,,,,,,,,ESTES,,
ALLAQ ,,,,,,,,ETE,,
ALLISON,,,,,,,,ETHEL,,
ALLPA,,,,,,,,ETHNI,,
ALLU ,,,,,,,,EUGENE,,
ALLY,,,,,,,,EUNICE,,
ALMAS,,,,,,,,EUSTOCHIUM,,
ALMAZ ,,,,,,,,EUWKE,,
ALMOND,,,,,,,,EVAN,,
ALOIS,,,,,,,,EVANGELISTA,,
ALOYS,,,,,,,,EVCIL,,
ALPHA,,,,,,,,EVE,,
ALTAN,,,,,,,,EVELIN,,
ALTINAY,,,,,,,,EVELYN,,
ALTINIŞIK ,,,,,,,,EVIE,,
ALTINSOY,,,,,,,,EVON,,
ALTINTAÇ ,,,,,,,,EVRIM,,
ALTUN,,,,,,,,EWE,,
ALTUNA,,,,,,,,EYBE,,
ALTUNAY,,,,,,,,EYLEKE,,
ALUSSAQ ,,,,,,,,EZECHIA,,
ALUUSAQ ,,,,,,,,EZRA,,
ALVA,,,,,,,,EZRI,,
ALWA,,,,,,,,,,
ALYN,,,,,,,,,,
ALYSSA,,,,,,,,,,
AMAALIK ,,,,,,,,,,
AMAARTIVAT ,,,,,,,,,,
AMABILE,,,,,,,,,,
AMABILIS,,,,,,,,,,
AMAÇ ,,,,,,,,,,
AMADIS,,,,,,,,,,
AMAL,,,,,,,,,,
AMALIE,,,,,,,,,,
AMAN ,,,,,,,,,,
AMANE,,,,,,,,,,
AMANI ,,,,,,,,,,
AMARA ,,,,,,,,,,
AMARI ,,,,,,,,,,
AMBER,,,,,,,,,,
AMBROISE ,,,,,,,,,,
AMEDEA,,,,,,,,,,
AMÉDÉE,,,,,,,,,,
AMEL ,,,,,,,,,,
AMI,,,,,,,,,,
AMIE,,,,,,,,,,
AMINTA,,,,,,,,,,
AMIT,,,,,,,,,,
AMKE,,,,,,,,,,
AMMI,,,,,,,,,,
AMOR,,,,,,,,,,
AMORY,,,,,,,,,,
AMPARO,,,,,,,,,,
AMRAN,,,,,,,,,,
AMRIT,,,,,,,,,,
AMYNTA,,,,,,,,,,
AN,,,,,,,,,,
ANA,,,,,,,,,,
ANAEL ,,,,,,,,,,
ANASTASIE,,,,,,,,,,
ANATOLIE,,,,,,,,,,
ANBER,,,,,,,,,,
ANDAÇ ,,,,,,,,,,
ANDEL,,,,,,,,,,
ANDELIB,,,,,,,,,,
ANDER,,,,,,,,,,
ANDERS,,,,,,,,,,
ANDERSES,,,,,,,,,,
ANDI,,,,,,,,,,
ANDIE,,,,,,,,,,
ANDRÉ,,,,,,,,,,
ANDREA,,,,,,,,,,
ANDREE,,,,,,,,,,
ANDREJA,,,,,,,,,,
ANDRY,,,,,,,,,,
ANDY ,,,,,,,,,,
ANE,,,,,,,,,,
ANEERAJIK,,,,,,,,,,
ANFRIED,,,,,,,,,,
ANGAJO,,,,,,,,,,
ANGAJOORAQ,,,,,,,,,,
ANGAJU,,,,,,,,,,
ANGAJULLEQ,,,,,,,,,,
ANGAJUTSIAQ,,,,,,,,,,
ANGE,,,,,,,,,,
ANGEL,,,,,,,,,,
ANGELUS,,,,,,,,,,
ANGERDLA,,,,,,,,,,
ANGERLA,,,,,,,,,,
ANGERLANNGUAQ,,,,,,,,,,
ANGERLARTOQ,,,,,,,,,,
ANGERLARTUNNGUAQ,,,,,,,,,,
ANGERVO,,,,,,,,,,
ANGIISIARTEQ,,,,,,,,,,
ANGUTILLUARSUK,,,,,,,,,,
ANGUTIVDLUARSSUK,,,,,,,,,,
ANH,,,,,,,,,,
ANIA,,,,,,,,,,
ANÍS,,,,,,,,,,
ANKE,,,,,,,,,,
ANRI,,,,,,,,,,
ANS,,,,,,,,,,
ANSTICE,,,,,,,,,,
ANTE,,,,,,,,,,
ANTONIE,,,,,,,,,,
ANUDARI ,,,,,,,,,,
ANUIK,,,,,,,,,,
ANUVIK,,,,,,,,,,
ANWAR,,,,,,,,,,
AO,,,,,,,,,,
AOBA,,,,,,,,,,
AOI,,,,,,,,,,
APANNGUAQ,,,,,,,,,,
APHIA,,,,,,,,,,
APOLLINAIRE,,,,,,,,,,
APOLLINARIS,,,,,,,,,,
APOLLINE,,,,,,,,,,
APPA,,,,,,,,,,
APPEL,,,,,,,,,,
APPIAH,,,,,,,,,,
APUNNGUAQ,,,,,,,,,,
APUT,,,,,,,,,,
APUTINNGUAQ,,,,,,,,,,
APUTSIANNGUAQ,,,,,,,,,,
APUTSIAQ,,,,,,,,,,
AQAATILIK,,,,,,,,,,
AQIGSSIAQ,,,,,,,,,,
AQIPI,,,,,,,,,,
AQISSIAQ,,,,,,,,,,
AQQARSAAQ,,,,,,,,,,
AQUILA,,,,,,,,,,
ARA,,,,,,,,,,
ARAN,,,,,,,,,,
ARAQ,,,,,,,,,,
ARDA,,,,,,,,,,
ARDEN,,,,,,,,,,
ARDIL,,,,,,,,,,
ARE,,,,,,,,,,
ARETA,,,,,,,,,,
ARGIA,,,,,,,,,,
ARHILD,,,,,,,,,,
ARCHILA,,,,,,,,,,
ARI ,,,,,,,,,,
ARIAN,,,,,,,,,,
ARIÇ ,,,,,,,,,,
ARIEL,,,,,,,,,,
ARIES ,,,,,,,,,,
ARIJ,,,,,,,,,,
ARIN ,,,,,,,,,,
ARIPINAR,,,,,,,,,,
ARISTE,,,,,,,,,,
ARIT,,,,,,,,,,
ARIVARAQ,,,,,,,,,,
ARJE,,,,,,,,,,
ARKA,,,,,,,,,,
ARLIE,,,,,,,,,,
ARLO,,,,,,,,,,
ARLØGH ,,,,,,,,,,
ARMAGAN,,,,,,,,,,
ARMANI,,,,,,,,,,
ARMEL,,,,,,,,,,
ARMIN,,,,,,,,,,
ARMINEL,,,,,,,,,,
ARNEKE,,,,,,,,,,
ARNIE,,,,,,,,,,
ARÓ,,,,,,,,,,
ARSAL,,,,,,,,,,
ARSAQ,,,,,,,,,,
ARSUGAQ,,,,,,,,,,
ARTAAJIK,,,,,,,,,,
ARTAJIK,,,,,,,,,,
ARTEMIS,,,,,,,,,,
ARTY,,,,,,,,,,
ARUNA,,,,,,,,,,
ARYA,,,,,,,,,,
ASA,,,,,,,,,,
ASAHI,,,,,,,,,,
ASANA,,,,,,,,,,
ASANANNGUAQ,,,,,,,,,,
ASE,,,,,,,,,,
ASEDA,,,,,,,,,,
ASENA,,,,,,,,,,
ASENATH,,,,,,,,,,
ASGARD,,,,,,,,,,
ASH,,,,,,,,,,
ASHER,,,,,,,,,,
ASHLEIGH,,,,,,,,,,
ASHLEY,,,,,,,,,,
ASHLY,,,,,,,,,,
ASHRAF,,,,,,,,,,
ASHTON,,,,,,,,,,
ASIAQ,,,,,,,,,,
ASIL,,,,,,,,,,
ASÍL,,,,,,,,,,
ASTER,,,,,,,,,,
ASTON,,,,,,,,,,
ASUMAN,,,,,,,,,,
ATADAN,,,,,,,,,,
ATALA,,,,,,,,,,
ATANA,,,,,,,,,,
ATE,,,,,,,,,,
ATEŞ ,,,,,,,,,,
ATHANASE,,,,,,,,,,
ATHOLL,,,,,,,,,,
ATILLA,,,,,,,,,,
ATRIN,,,,,,,,,,
ATSIAQ,,,,,,,,,,
ATSIARTERTOQ,,,,,,,,,,
ATSUKI,,,,,,,,,,
ATTALA,,,,,,,,,,
ATTE,,,,,,,,,,
ATTIARTERTOQ,,,,,,,,,,
ATZE,,,,,,,,,,
AUBREY,,,,,,,,,,
AUDA,,,,,,,,,,
AUDR,,,,,,,,,,
AUGUSTE,,,,,,,,,,
AUGUSTINE,,,,,,,,,,
AUMA,,,,,,,,,,
AURI,,,,,,,,,,
AURIOL,,,,,,,,,,
AUTUMN,,,,,,,,,,
AUXANE,,,,,,,,,,
AVA,,,,,,,,,,
AVALAK,,,,,,,,,,
AVE,,,,,,,,,,
AVERIL,,,,,,,,,,
AVERY,,,,,,,,,,
AVI ,,,,,,,,,,
AVIV,,,,,,,,,,
AVO,,,,,,,,,,
AVON,,,,,,,,,,
AVOORTUNGIAQ,,,,,,,,,,
AVRIL,,,,,,,,,,
AVU,,,,,,,,,,
AVUUVAK,,,,,,,,,,
AWA,,,,,,,,,,
AWE,,,,,,,,,,
AWEN ,,,,,,,,,,
AXEL,,,,,,,,,,
AY,,,,,,,,,,
AYCAN,,,,,,,,,,
AYCE,,,,,,,,,,
AYDA,,,,,,,,,,
AYDIN,,,,,,,,,,
AYDINAY,,,,,,,,,,
AYDOLUN,,,,,,,,,,
AYGEN,,,,,,,,,,
AYHAN,,,,,,,,,,
AYMAN,,,,,,,,,,
AYO,,,,,,,,,,
AYRAL,,,,,,,,,,
AYSAN,,,,,,,,,,
AYSEV,,,,,,,,,,
AYSIN,,,,,,,,,,
AYSOY,,,,,,,,,,
AYSU,,,,,,,,,,
AYSUN,,,,,,,,,,
AYSUNAR,,,,,,,,,,
AYTAÇ ,,,,,,,,,,
AYTAN,,,,,,,,,,
AYTUNA,,,,,,,,,,
AYU,,,,,,,,,,
AYUMU,,,,,,,,,,
AZADE,,,,,,,,,,
AZARIA,,,,,,,,,,
AZHAR,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
